arc_length,Mach_Magnitude,p,T,U_Magnitude
0.00000000,0.50817642,127673.65625000,298.66448975,1.17419934
0.00110000,0.51001913,127819.25000000,298.14785767,68.95507812
0.00220000,0.50980207,127939.64062500,297.62585449,129.05883789
0.00330000,0.50925609,128073.66406250,297.22299194,175.88551331
0.00440000,0.51090092,128243.54687500,296.96252441,175.72853088
0.00549999,0.51090092,128446.46093750,296.74621582,175.32737732
0.00660000,0.50886430,128619.57812500,296.59857178,174.99107361
0.00770000,0.50874258,128739.57031250,296.58032227,174.76396179
0.00879999,0.50642443,128913.46875000,296.61828613,174.22552490
0.00990000,0.50264835,129086.67187500,296.69943237,173.67506409
0.01100000,0.50264835,129247.10156250,296.80572510,173.21478271
0.01209999,0.50264835,129407.52343750,296.91201782,172.75491333
0.01320000,0.49501230,129570.96093750,297.07528687,171.98764038
0.01430000,0.49501230,129725.07031250,297.25540161,171.32093811
0.01540000,0.49712588,129881.82812500,297.44021606,170.62010193
0.01650000,0.49200920,130035.36718750,297.61114502,169.94245911
0.01760000,0.49017101,130148.71875000,297.72189331,169.47447205
0.01870000,0.49017101,130255.53125000,297.83221436,169.00546265
0.01979999,0.49017101,130362.34375000,297.94253540,168.53646851
0.02090000,0.48616717,130484.78906250,298.01336670,168.08288574
0.02200000,0.48384130,130625.42187500,298.09405518,167.50660706
0.02309999,0.48384130,130772.37500000,298.18145752,166.87953186
0.02420000,0.48208111,130870.87500000,298.22845459,166.63043213
0.02530000,0.48136843,131020.96093750,298.32284546,165.98060608
0.02639999,0.48136843,131178.43750000,298.41802979,165.29981995
0.02749999,0.47946732,131299.32812500,298.44778442,165.00978088
0.02860000,0.47946732,131418.84375000,298.47503662,164.73466492
0.02969999,0.47503841,131551.54687500,298.53100586,164.30352783
0.03079999,0.47466986,131660.43750000,298.55502319,164.07389832
0.03190000,0.47466986,131777.78125000,298.58117676,163.82801819
0.03299999,0.47498357,131896.18750000,298.60882568,163.57322693
0.03409999,0.47078610,132022.06250000,298.65783691,163.10408020
0.03519998,0.47078610,132145.18750000,298.70773315,162.59286499
0.03629998,0.47078610,132268.31250000,298.75759888,162.08168030
0.03740000,0.46748200,132384.26562500,298.79397583,161.67236328
0.03850000,0.46689735,132505.71875000,298.80941772,161.30561829
0.03959999,0.46689735,132627.70312500,298.82836914,160.88354492
0.04069999,0.46689735,132749.68750000,298.84729004,160.46150208
0.04179998,0.46452231,132838.00000000,298.87655640,160.12721252
0.04289998,0.46301238,132941.90625000,298.91848755,159.73649597
0.04400001,0.46301238,133082.37500000,298.96887207,159.27250671
0.04510000,0.45776967,133224.01562500,299.07327271,158.81292725
0.04619999,0.45776967,133359.71875000,299.26675415,158.27943420
0.04729999,0.45776967,133495.42187500,299.46023560,157.74635315
0.04839999,0.45305562,133613.79687500,299.67730713,157.29719543
0.04949998,0.45172817,133730.81250000,299.92498779,156.91802979
0.05059998,0.45172817,133845.28125000,300.15667725,156.45233154
0.05170000,0.44733552,133958.90625000,300.40130615,150.35357666
0.05280000,0.44733552,134066.17187500,300.74237061,102.25397491
0.05390000,0.44717847,134188.23437500,301.12527466,53.80625534
0.05499999,nan,nan,nan,nan
