arc_length,Mach_Magnitude,p,T,U_Magnitude
0.00000000,0.12851346,151997.37500000,309.03030396,0.13511777
0.00110000,0.12967375,151995.28125000,309.01095581,9.65814781
0.00220000,0.12967375,151993.54687500,308.98928833,19.51471138
0.00330000,0.12965594,151993.81250000,308.96432495,30.18823433
0.00440000,0.12965594,151994.14062500,308.93923950,40.88716888
0.00550000,0.12972023,151992.96875000,308.92163086,45.69419861
0.00660000,0.12972023,151990.57812500,308.91003418,45.73276901
0.00770000,0.13000273,151992.12500000,308.90164185,45.73999023
0.00880000,0.13000273,151990.62500000,308.89260864,45.77439499
0.00990000,0.13031062,151989.31250000,308.88348389,45.80929184
0.01100000,0.13025465,151986.78125000,308.87924194,45.85174179
0.01209999,0.13025465,151983.93750000,308.87588501,45.89519501
0.01320000,0.13025465,151981.10937500,308.87252808,45.93866730
0.01429999,0.13082758,151977.48437500,308.86862183,45.99129868
0.01540001,0.13130455,151975.34375000,308.86602783,46.02655029
0.01649999,0.13099442,151973.60937500,308.86428833,46.05630112
0.01760001,0.13099442,151971.09375000,308.86206055,46.09743881
0.01869999,0.13099442,151968.57812500,308.85983276,46.13858414
0.01980001,0.13099442,151966.06250000,308.85760498,46.17974472
0.02089999,0.13099442,151963.56250000,308.85537720,46.22091675
0.02200000,0.13138224,151961.17187500,308.85363770,46.25825882
0.02309999,0.13138224,151958.85937500,308.85211182,46.29421234
0.02420000,0.13138224,151956.56250000,308.85055542,46.33020020
0.02529999,0.13138224,151954.25000000,308.84899902,46.36622238
0.02640000,0.13138224,151951.93750000,308.84747314,46.40227890
0.02749999,0.13162491,151950.68750000,308.84671021,46.42102432
0.02860000,0.13221839,151949.29687500,308.84582520,46.44348526
0.02969999,0.13221839,151948.06250000,308.84503174,46.46366501
0.03080000,0.13201178,151946.93750000,308.84429932,46.48555756
0.03189998,0.13201178,151946.06250000,308.84362793,46.51193619
0.03300000,0.13201178,151945.20312500,308.84298706,46.53831100
0.03409998,0.13214488,151943.81250000,308.84237671,46.55796432
0.03520000,0.13214488,151941.81250000,308.84182739,46.56951141
0.03629998,0.13263384,151939.37500000,308.84100342,46.59054565
0.03740000,0.13265896,151936.73437500,308.84011841,46.62304306
0.03849998,0.13265896,151935.18750000,308.84002686,46.63819885
0.03960000,0.13265896,151933.64062500,308.83990479,46.65335846
0.04069998,0.13265877,151935.85937500,308.84375000,46.61449432
0.04180000,0.13226120,151935.92187500,308.84570312,46.60899734
0.04289998,0.13226120,151935.43750000,308.84716797,46.61195374
0.04400000,0.13255592,151934.84375000,308.85122681,46.60842514
0.04509998,0.13255592,151934.14062500,308.85760498,46.59900284
0.04620000,0.13185136,151933.48437500,308.86398315,46.58863831
0.04729998,0.13185136,151933.34375000,308.87023926,46.56678391
0.04840000,0.13190453,151933.23437500,308.87960815,46.54103851
0.04949998,0.13163991,151933.17187500,308.89666748,46.42824936
0.05059999,0.13163991,151934.12500000,308.91195679,37.13681793
0.05169998,0.13226093,151934.78125000,308.92648315,27.91529274
0.05279999,0.13226093,151935.20312500,308.94027710,18.75417328
0.05389998,0.13226093,151935.60937500,308.95410156,9.59331512
0.05499999,nan,nan,nan,nan
