arc_length,Mach_Magnitude,p,T,U_Magnitude
0.00000000,0.45826596,129934.17968750,301.76321411,0.12772308
0.00110000,0.45289388,130129.57031250,301.26037598,80.39508057
0.00220000,0.45289388,130290.55468750,300.74557495,154.47505188
0.00330000,0.45458995,130425.32812500,300.17950439,157.36360168
0.00440000,0.46171485,130558.92968750,299.64776611,157.40423584
0.00549999,0.45104680,130724.67187500,299.59802246,156.92903137
0.00659999,0.45104680,130869.07031250,299.56353760,156.49374390
0.00770001,0.44992884,131015.39843750,299.61285400,155.86157227
0.00880000,0.45538401,131177.39062500,299.69116211,155.13421631
0.00990000,0.44621642,131260.45312500,299.76464844,154.74989319
0.01100000,0.44453371,131318.12500000,299.83395386,154.38795471
0.01210000,0.44756220,131481.43750000,299.98553467,153.47349548
0.01320000,0.43975834,131625.90625000,300.09667969,152.88157654
0.01430000,0.44260539,131778.87500000,300.21575928,152.18499756
0.01540000,0.43302174,131947.70312500,300.39007568,151.22784424
0.01650000,0.43361709,132006.75000000,300.46774292,150.88420105
0.01759999,0.43532541,132070.04687500,300.58673096,150.45899963
0.01869999,0.43035008,132190.79687500,300.72793579,149.85841370
0.01979999,0.43057995,132357.64062500,300.88534546,148.97570801
0.02090001,0.41975486,132511.78125000,301.03182983,148.05964661
0.02200000,0.42156057,132634.79687500,301.15975952,147.23377991
0.02310000,0.42569358,132743.81250000,301.26470947,146.50779724
0.02420000,0.42576718,132848.71875000,301.31307983,146.42704773
0.02530000,0.42404532,132951.31250000,301.36413574,146.34230042
0.02640000,0.42505166,133047.53125000,301.42080688,145.96395874
0.02750000,0.41854705,133141.40625000,301.44625854,145.61128235
0.02860000,0.41743586,133241.54687500,301.49853516,145.19950867
0.02969999,0.41919231,133367.00000000,301.56695557,144.67985535
0.03079999,0.41805429,133432.50000000,301.54077148,144.52592468
0.03189999,0.41055542,133588.50000000,301.61114502,143.71618652
0.03299999,0.41124765,133726.26562500,301.67752075,143.03152466
0.03409999,0.41151116,133870.62500000,301.73452759,142.50978088
0.03519999,0.41001949,133966.23437500,301.73287964,142.39843750
0.03629999,0.40890023,134013.40625000,301.68685913,142.67466736
0.03739998,0.41031629,134091.76562500,301.69052124,142.40986633
0.03849998,0.41031629,134196.43750000,301.70489502,142.01547241
0.03959998,0.40682714,134272.53125000,301.69940186,141.81329346
0.04069998,0.41038357,134375.57812500,301.72195435,141.45187378
0.04180001,0.40751341,134499.89062500,301.75799561,141.15213013
0.04290001,0.40751341,134603.42187500,301.80123901,140.91999817
0.04400001,0.39901171,134722.53125000,301.86349487,140.56248474
0.04510001,0.40350860,134834.92187500,301.95828247,140.06687927
0.04620000,0.40630349,134954.42187500,302.06866455,139.50099182
0.04730000,0.40248702,135026.60937500,302.18368530,139.27870178
0.04840000,0.39436701,135078.90625000,302.30886841,139.19470215
0.04950000,0.40071616,135221.35937500,302.56326294,138.50975037
0.05060000,0.39857013,135377.35937500,302.86315918,137.75476074
0.05170000,0.39857013,135489.26562500,303.39660645,137.06072998
0.05280000,0.38724169,135590.98437500,303.92086792,136.46800232
0.05390000,0.38912324,135677.84375000,304.56906128,66.84506226
0.05500000,nan,nan,nan,nan
