arc_length,Mach_Magnitude,p,T,U_Magnitude
0.00000000,0.58978060,96889.96875000,286.24884033,0.40027547
0.00110000,0.59556261,97038.35156250,285.19812012,121.22148895
0.00220001,0.59925603,97262.34375000,284.21789551,201.71733093
0.00329999,0.59818045,97502.11718750,283.44143677,201.56216431
0.00440000,0.60183316,97706.03906250,282.71273804,201.54978943
0.00550000,0.59811851,97868.36718750,282.27951050,201.57960510
0.00660000,0.59492361,98026.28125000,281.86376953,201.57620239
0.00770000,0.59669745,98225.21875000,281.71255493,201.04423523
0.00880000,0.59608261,98433.42968750,281.61422729,200.39295959
0.00989999,0.59504856,98597.80468750,281.60202026,199.78927612
0.01100000,0.59378237,98767.68750000,281.56896973,199.26516724
0.01210000,0.59236800,98918.19531250,281.58486938,198.67843628
0.01320000,0.58935402,99093.50000000,281.58923340,198.10687256
0.01430000,0.58865496,99271.28125000,281.60000610,197.50836182
0.01539999,0.58527602,99423.14843750,281.64965820,196.90722656
0.01649999,0.58355662,99564.46093750,281.71014404,196.38696289
0.01760000,0.58355662,99705.38281250,281.77807617,195.84912109
0.01870000,0.58119375,99855.70312500,281.88342285,195.20030212
0.01980000,0.58191411,100006.15625000,282.01458740,194.49566650
0.02090000,0.57810809,100162.89843750,282.04608154,194.03564453
0.02199999,0.57810809,100323.08593750,282.12179565,193.47795105
0.02309999,0.57450880,100435.56250000,282.22436523,192.97761536
0.02420001,0.57272096,100579.14062500,282.31393433,192.41748047
0.02530000,0.57085508,100727.48437500,282.37280273,191.92921448
0.02639999,0.57085508,100865.03125000,282.39416504,191.62702942
0.02750001,0.56626625,101003.02343750,282.42779541,191.28466797
0.02859999,0.56700928,101163.77343750,282.49926758,190.82102966
0.02970001,0.56700928,101325.85937500,282.58685303,190.30543518
0.03080000,0.56363569,101443.22656250,282.59963989,190.07368469
0.03189999,0.56670932,101576.37500000,282.66870117,189.65841675
0.03300000,0.56204443,101706.97656250,282.75518799,189.21974182
0.03409999,0.56384360,101830.78125000,282.89392090,188.66583252
0.03520001,0.55576979,101937.21093750,283.06597900,188.14826965
0.03630000,0.55476493,102080.19531250,283.29077148,187.47325134
0.03739998,0.55600089,102223.66406250,283.49429321,186.94792175
0.03850000,0.54735604,102345.85156250,283.64685059,186.62171936
0.03959999,0.55129717,102486.35937500,283.85995483,186.22027588
0.04070001,0.55129717,102632.74218750,284.07302856,185.84962463
0.04180000,0.54892235,102770.51562500,284.33139038,185.40049744
0.04289998,0.54892235,102899.10156250,284.65374756,184.90954590
0.04400000,0.54726340,103005.24218750,284.99874878,184.50874329
0.04509999,0.54483622,103099.12500000,285.35836792,184.14230347
0.04620000,0.54363659,103248.78125000,285.80480957,183.46548462
0.04729999,0.54107052,103367.75000000,286.25585938,182.92738342
0.04840001,0.53880586,103506.99218750,286.78942871,182.42282104
0.04950000,0.53663408,103642.09375000,287.38064575,181.90014648
0.05059998,0.53211823,103771.46875000,288.23071289,181.19233704
0.05170000,0.53211823,103911.85156250,289.12319946,180.54783630
0.05279999,0.52624296,104039.80468750,290.00051880,136.74789429
0.05390001,0.52435389,104172.94531250,290.87545776,74.32263184
0.05500000,nan,nan,nan,nan
