arc_length,Mach_Magnitude,p,T,U_Magnitude
0.00000000,0.13363029,125377.21875000,303.70410156,89.53292847
0.00110000,0.13363029,125389.95312500,303.44836426,61.08182907
0.00220000,0.13374490,125393.48437500,303.03192139,46.77839661
0.00330001,0.13773194,125397.42968750,302.65188599,48.19190216
0.00440001,0.13894167,125399.31250000,302.23870850,48.74628830
0.00549999,0.14006126,125395.74218750,301.81472778,49.34469986
0.00660000,0.14320202,125379.46875000,301.47555542,49.99577332
0.00770000,0.14320202,125373.82812500,301.09417725,50.51902771
0.00880000,0.14501531,125362.83593750,301.13131714,50.43994904
0.00990000,0.14501531,125348.67187500,301.11715698,50.46206665
0.01100000,0.14441199,125340.32812500,301.01873779,50.57903290
0.01210000,0.14441199,125336.86718750,300.85482788,50.78789902
0.01320000,0.14991847,125329.57031250,300.56890869,51.07290268
0.01429999,0.15046058,125336.41406250,300.66760254,51.50412369
0.01539999,0.14551755,125349.81250000,300.65036011,51.97928619
0.01650000,0.15028750,125356.42968750,300.72494507,52.40718842
0.01760000,0.15027574,125359.03125000,300.55453491,52.97954559
0.01870000,0.15157862,125363.17968750,300.49096680,53.31124115
0.01980000,0.15346934,125368.62500000,300.38110352,53.70364761
0.02090000,0.15584225,125380.86718750,300.21539307,54.06186295
0.02200000,0.15666706,125376.21093750,300.13677979,54.50195312
0.02310001,0.15666706,125370.01562500,299.96228027,54.96643448
0.02420001,0.15937975,125361.38281250,299.76922607,55.41493988
0.02530001,0.15937975,125369.46875000,299.59701538,55.86907196
0.02640001,0.15861561,125380.31250000,299.43017578,56.14374161
0.02750001,0.15924953,125399.60156250,299.30389404,56.39236450
0.02859999,0.15924953,125414.54687500,299.22506714,56.72333527
0.02969999,0.16241957,125426.78906250,299.09884644,57.12182999
0.03079999,0.16770996,125444.31250000,298.92453003,57.64210510
0.03189999,0.16486210,125465.67968750,298.85275269,57.85322571
0.03299999,0.17241715,125457.42187500,298.74743652,58.44593811
0.03409999,0.16816858,125460.16406250,298.65432739,58.82485962
0.03520000,0.17040213,125468.78906250,298.52453613,59.24935150
0.03630000,0.16796589,125481.02343750,298.26705933,59.98702621
0.03740000,0.17470900,125487.32812500,298.01943970,60.74929428
0.03850000,0.17484869,125481.34375000,297.92361450,61.22906876
0.03960000,0.17484869,125477.10937500,297.77816772,61.81882477
0.04070000,0.17484869,125472.87500000,297.63272095,62.41234589
0.04180000,0.19027063,125472.66406250,297.51431274,62.96487808
0.04290000,0.18442498,125484.67187500,297.59854126,63.39751816
0.04400001,0.17989467,125500.66406250,297.68093872,63.83515167
0.04510001,0.17989467,125517.44531250,297.76193237,64.27344513
0.04619998,0.18509808,125539.32812500,297.82464600,64.67066193
0.04729998,0.18509808,125584.82812500,298.05844116,64.88510895
0.04839998,0.18509808,125630.32812500,298.29223633,65.10363770
0.04949998,0.18829330,125623.50781250,298.23123169,65.49722290
0.05059999,0.18829330,125608.02343750,298.12136841,65.92503357
0.05169999,0.18874736,125605.21875000,298.06100464,66.32636261
0.05279999,0.18963063,125627.79687500,298.26998901,44.94841003
0.05389999,0.18963063,125663.29687500,298.59039307,22.41762924
0.05500000,nan,nan,nan,nan
