arc_length,Mach_Magnitude,p,T,U_Magnitude
0.00000000,0.12928843,151946.82812500,308.99194336,0.22041941
0.00109999,0.12928843,151945.01562500,308.97445679,8.75891018
0.00220000,0.12928843,151943.21875000,308.95693970,17.29753113
0.00330000,0.12928843,151941.42187500,308.93945312,25.83602142
0.00440001,0.13037562,151940.31250000,308.92227173,34.52754974
0.00550000,0.13037074,151940.34375000,308.90423584,43.15831757
0.00660000,0.13059892,151938.29687500,308.89215088,45.89837646
0.00770000,0.13070811,151936.03125000,308.88360596,45.94190979
0.00880000,0.13094433,151933.87500000,308.87518311,45.98065186
0.00989999,0.13094433,151932.23437500,308.86642456,46.02210617
0.01100000,0.13094433,151930.60937500,308.85763550,46.06359482
0.01210000,0.13134902,151927.09375000,308.85137939,46.12652206
0.01320000,0.13121766,151923.48437500,308.84719849,46.19996262
0.01430000,0.13121766,151920.12500000,308.84332275,46.27352142
0.01539999,0.13121766,151916.76562500,308.83941650,46.34711456
0.01649999,0.13191564,151913.07812500,308.83639526,46.39857483
0.01760001,0.13191564,151908.87500000,308.83398438,46.43463898
0.01870001,0.13191564,151904.67187500,308.83157349,46.47070694
0.01980000,0.13191564,151900.46875000,308.82916260,46.50677109
0.02089999,0.13230967,151897.04687500,308.82711792,46.53498840
0.02199999,0.13266198,151893.17187500,308.82458496,46.58505630
0.02309998,0.13281078,151888.79687500,308.82162476,46.64979935
0.02420001,0.13281078,151884.48437500,308.81872559,46.71370697
0.02530000,0.13263947,151880.17187500,308.81582642,46.77770233
0.02640000,0.13263947,151877.34375000,308.81381226,46.82796097
0.02749999,0.13319995,151874.29687500,308.81179810,46.87544632
0.02859998,0.13319995,151870.50000000,308.80978394,46.91442108
0.02970001,0.13319995,151866.71875000,308.80773926,46.95342255
0.03080000,0.13319995,151862.92187500,308.80569458,46.99243927
0.03190000,0.13281448,151859.43750000,308.80371094,47.03566360
0.03299999,0.13303556,151855.59375000,308.80163574,47.07879257
0.03409998,0.13347250,151850.93750000,308.79934692,47.12902832
0.03520001,0.13425891,151846.82812500,308.79748535,47.17788315
0.03630000,0.13425891,151843.07812500,308.79586792,47.22166443
0.03740000,0.13425891,151839.32812500,308.79421997,47.26546097
0.03849999,0.13482851,151837.34375000,308.79415894,47.28191376
0.03959998,0.13482851,151836.48437500,308.79510498,47.28104401
0.04070001,0.13482851,151835.62500000,308.79605103,47.28020096
0.04180000,0.13366464,151834.89062500,308.79708862,47.28612137
0.04290000,0.13372153,151834.03125000,308.79855347,47.27475739
0.04399999,0.13381521,151832.81250000,308.80184937,47.25236511
0.04509999,0.13381521,151831.21875000,308.80834961,47.25925064
0.04619998,0.13381521,151829.60937500,308.81484985,47.26616669
0.04730000,0.13451201,151829.14062500,308.82238770,47.25865936
0.04840000,0.13451201,151829.18750000,308.83120728,47.24131775
0.04949999,0.13451201,151829.23437500,308.83999634,47.22400284
0.05059999,0.13474153,151827.43750000,308.85510254,38.25959015
0.05169998,0.13433595,151827.39062500,308.87097168,27.90852356
0.05280000,0.13352173,151827.20312500,308.88549805,18.42093849
0.05390000,0.13352173,151826.87500000,308.89981079,9.08645153
0.05500000,nan,nan,nan,nan
