arc_length,Mach_Magnitude,p,T,U_Magnitude
0.00000000,0.57266146,98350.55468750,289.22842407,0.27103430
0.00110000,0.57266146,98524.14062500,288.29608154,89.14817047
0.00220000,0.57333794,98683.15625000,287.26037598,174.40632629
0.00330000,0.57665983,98872.70312500,286.44577026,193.81562805
0.00440000,0.57471702,99052.35156250,285.70635986,193.72486877
0.00550001,0.57408179,99216.24218750,285.04299927,193.63111877
0.00660000,0.57408179,99368.89843750,284.59042358,193.58708191
0.00770000,0.57543164,99528.89843750,284.31680298,193.21195984
0.00880000,0.57027904,99698.64843750,284.27127075,192.44703674
0.00990000,0.56896691,99852.76562500,284.18524170,191.93312073
0.01100000,0.56674671,100034.69531250,284.32299805,190.85803223
0.01210000,0.56589453,100207.90625000,284.28948975,190.24868774
0.01320001,0.55404944,100383.61718750,284.29766846,189.51705933
0.01430000,0.56477373,100510.62500000,284.31848145,189.00096130
0.01540000,0.56477373,100634.67968750,284.41448975,188.35472107
0.01650000,0.55711502,100797.08593750,284.58981323,187.42536926
0.01760001,0.55711502,100930.00781250,284.83886719,186.43321228
0.01870000,0.55679771,101072.77343750,284.80743408,186.04365540
0.01980000,0.54748568,101226.14062500,284.84378052,185.51232910
0.02090001,0.54803760,101385.23437500,284.91159058,184.93498230
0.02200000,0.54319511,101537.84375000,285.00622559,184.29830933
0.02310000,0.54319511,101669.53125000,285.09020996,183.74792480
0.02420001,0.54065862,101804.17968750,285.20202637,183.13270569
0.02530001,0.53570818,101953.46875000,285.38024902,182.35472107
0.02640000,0.53046094,102106.32812500,285.57055664,181.54328918
0.02750001,0.53573944,102237.62500000,285.69073486,181.00389099
0.02860001,0.52981472,102370.64843750,285.81661987,180.47508240
0.02970000,0.53675071,102508.82031250,285.90417480,180.01312256
0.03080000,0.53675071,102621.34375000,285.98861694,179.66056824
0.03189999,0.53025981,102731.46875000,286.09030151,179.25881958
0.03300001,0.53511320,102844.80468750,286.23110962,178.75262451
0.03410000,0.53168984,102977.06250000,286.42663574,178.07191467
0.03520002,0.52779191,103101.77343750,286.49633789,177.77076721
0.03630001,0.52732097,103230.96093750,286.63589478,177.33267212
0.03740000,0.51506707,103381.89843750,286.93566895,176.58108521
0.03850002,0.51506707,103508.00000000,287.14260864,176.16810608
0.03960001,0.51729133,103618.67187500,287.37945557,175.70268250
0.04070000,0.51875489,103744.11718750,287.61523438,175.25039673
0.04180001,0.51875489,103913.11718750,287.90863037,174.60073853
0.04290001,0.51080701,104035.79687500,288.24526978,174.05380249
0.04400000,0.51323688,104149.10156250,288.60351562,173.53923035
0.04510001,0.50397109,104286.25781250,289.01959229,172.97663879
0.04620001,0.50397109,104397.29687500,289.52478027,172.31755066
0.04730000,0.49829484,104496.89062500,289.97576904,171.82814026
0.04840001,0.49820246,104598.04687500,290.40219116,171.53869629
0.04950001,0.50709769,104707.14843750,290.85656738,171.24343872
0.05060002,0.49770156,104832.24218750,291.51202393,170.68177795
0.05170001,0.49361807,104958.01562500,292.45471191,169.97416687
0.05280000,0.48852325,105073.64843750,293.73269653,144.23146057
0.05390002,0.48586673,105136.32812500,294.92071533,76.74131012
0.05500001,nan,nan,nan,nan
