arc_length,Mach_Magnitude,p,T,U_Magnitude
0.00000000,0.14492381,125087.85156250,301.36193848,89.38951111
0.00110000,0.14492381,125110.99218750,301.02960205,61.31712341
0.00220000,0.14492381,125134.13281250,300.69729614,47.06222153
0.00330000,0.15459210,125145.91406250,300.29043579,52.66484451
0.00440000,0.15192891,125153.75000000,299.76098633,53.39519119
0.00549999,0.15192891,125163.15625000,299.24139404,54.11340714
0.00659999,0.15674645,125158.33593750,298.85513306,54.77668762
0.00770001,0.15674645,125142.86718750,298.57644653,55.37319565
0.00880000,0.16159223,125131.82031250,298.41137695,55.69839096
0.00990000,0.16368949,125121.28125000,298.21945190,56.13111115
0.01100000,0.16368949,125105.04687500,298.01458740,56.71139908
0.01210000,0.16368949,125088.81250000,297.80972290,57.29226303
0.01320000,0.16750938,125076.47656250,297.66284180,57.76459122
0.01430000,0.16766348,125070.26562500,297.50399780,58.12232590
0.01540000,0.16766348,125063.96875000,297.34484863,58.48183441
0.01650000,0.17591865,125055.96875000,297.17141724,58.88958740
0.01759999,0.17356706,125034.34375000,296.96447754,59.38233948
0.01869999,0.17356706,125011.64843750,296.75949097,59.86872482
0.01979999,0.17530102,124996.25000000,296.60076904,60.30249405
0.02090001,0.17678202,124980.87500000,296.50268555,60.61761475
0.02200000,0.17671794,124978.64062500,296.44186401,60.84267807
0.02310000,0.18013288,124974.58593750,296.34912109,61.14676285
0.02420000,0.18013288,124976.14843750,296.27075195,61.51763153
0.02530000,0.18013288,124977.71093750,296.19238281,61.88865280
0.02640000,0.18182269,124981.29687500,296.13446045,62.15964508
0.02750000,0.18170385,124945.99218750,296.14608765,62.23928070
0.02860000,0.18170385,124914.78906250,296.15155029,62.33508682
0.02969999,0.18349326,124885.68750000,296.13998413,62.50510025
0.03079999,0.18250616,124879.37500000,296.03399658,62.96420288
0.03189999,0.18506874,124871.77343750,295.93325806,63.43617630
0.03299999,0.18506874,124855.57812500,295.86102295,63.94123077
0.03409999,0.18956092,124843.54687500,295.77569580,64.45468140
0.03519999,0.19039380,124834.71875000,295.65194702,65.01206207
0.03629999,0.19039380,124823.07031250,295.53076172,65.57260132
0.03739998,0.19034571,124809.21875000,295.49435425,65.97429657
0.03849998,0.19375384,124796.21875000,295.49563599,66.22988892
0.03959998,0.19375384,124777.28125000,295.48028564,66.65464783
0.04069998,0.19521844,124761.42187500,295.50466919,66.90470886
0.04180001,0.19689390,124745.88281250,295.50009155,67.21871948
0.04290001,0.19706143,124728.44531250,295.52755737,67.53240967
0.04400001,0.19701020,124725.25781250,295.59701538,67.71134186
0.04510001,0.19841545,124722.06250000,295.66665649,67.89212799
0.04620000,0.19841545,124701.59375000,295.76406860,68.14072418
0.04730000,0.19841545,124681.12500000,295.86148071,68.38937378
0.04840000,0.19983383,124669.51562500,295.95693970,68.64135742
0.04950000,0.19903753,124661.16406250,296.20687866,68.69477081
0.05060000,0.19903753,124659.01562500,296.47167969,68.75301361
0.05170000,0.19903753,124656.87500000,296.73648071,68.81190491
0.05280000,0.20017927,124653.98437500,296.97216797,48.06373978
0.05390000,0.20017927,124651.00000000,297.20410156,24.61544418
0.05500000,nan,nan,nan,nan
