arc_length,Mach_Magnitude,p,T,U_Magnitude
0.00000000,0.12745032,151998.37500000,309.02404785,0.15260090
0.00109999,0.12745032,151998.03125000,309.00753784,9.77493095
0.00220000,0.12745032,151997.70312500,308.99102783,19.39739037
0.00329999,0.12745032,151997.35937500,308.97451782,29.01972008
0.00440000,0.12703331,151997.82812500,308.95758057,38.78279114
0.00549999,0.12776972,151998.06250000,308.94064331,45.16333389
0.00660000,0.12810730,151996.62500000,308.93240356,45.19960403
0.00769999,0.12810730,151996.12500000,308.92459106,45.22646332
0.00880000,0.12810730,151995.60937500,308.91677856,45.25333023
0.00990000,0.12810730,151995.10937500,308.90896606,45.28020477
0.01100000,0.12810730,151994.59375000,308.90115356,45.30709076
0.01210001,0.12872335,151993.40625000,308.89480591,45.34692764
0.01319999,0.12895132,151991.26562500,308.89068604,45.40301132
0.01430000,0.12895132,151989.14062500,308.88781738,45.44755936
0.01540000,0.12920934,151987.07812500,308.88528442,45.48682785
0.01649998,0.12920934,151985.07812500,308.88317871,45.51840973
0.01759999,0.12920934,151983.07812500,308.88110352,45.54999161
0.01870000,0.12926241,151981.45312500,308.87945557,45.57290649
0.01980001,0.12926241,151980.57812500,308.87869263,45.57888794
0.02089998,0.12900534,151980.03125000,308.87814331,45.58756638
0.02199999,0.12913716,151978.07812500,308.87692261,45.61717224
0.02310000,0.12929533,151974.75000000,308.87493896,45.66310120
0.02420001,0.12984699,151972.67187500,308.87356567,45.69669342
0.02529998,0.12984699,151970.90625000,308.87237549,45.72734070
0.02639999,0.12984699,151969.12500000,308.87115479,45.75799561
0.02750000,0.12991351,151967.53125000,308.87008667,45.78628922
0.02859998,0.13013206,151966.31250000,308.86935425,45.80751801
0.02969999,0.13013206,151965.10937500,308.86874390,45.82683945
0.03080000,0.13013206,151963.89062500,308.86810303,45.84615707
0.03190000,0.13013206,151962.67187500,308.86746216,45.86547852
0.03299998,0.12952697,151962.65625000,308.86746216,45.87457657
0.03409999,0.13012333,151962.43750000,308.86743164,45.88333511
0.03520000,0.13037427,151960.09375000,308.86676025,45.90635681
0.03630000,0.13037427,151957.48437500,308.86593628,45.93350601
0.03739998,0.13037427,151954.89062500,308.86508179,45.96066284
0.03849999,0.13080854,151952.46875000,308.86434937,45.98531342
0.03960000,0.13096548,151950.14062500,308.86367798,46.00843811
0.04070000,0.13064357,151948.60937500,308.86511230,46.00416565
0.04179998,0.13047739,151948.12500000,308.86691284,45.99541473
0.04289999,0.13068381,151948.43750000,308.86907959,45.98112869
0.04400000,0.13068381,151948.81250000,308.87124634,45.96651840
0.04509998,0.13068732,151948.15625000,308.87353516,45.96195221
0.04619998,0.13072087,151947.98437500,308.88241577,45.95131683
0.04729999,0.13072087,151947.87500000,308.89138794,45.94013977
0.04840000,0.13039325,151948.17187500,308.90036011,45.92667007
0.04949998,0.13031665,151947.98437500,308.90966797,45.91695023
0.05059998,0.12972056,151948.17187500,308.92312622,39.78709412
0.05169999,0.12988236,151948.56250000,308.94009399,29.56971550
0.05280000,0.12988236,151948.60937500,308.95651245,19.64598083
0.05389998,0.12988236,151948.67187500,308.97293091,9.72250843
0.05499999,nan,nan,nan,nan
