arc_length,Mach_Magnitude,p,T,U_Magnitude
0.00000000,0.12704513,152005.09375000,309.01968384,0.13121614
0.00110000,0.12788428,152009.76562500,309.00155640,13.78604889
0.00220001,0.12788428,152010.87500000,308.98449707,24.61183167
0.00330000,0.12794699,152007.09375000,308.96936035,33.81903076
0.00440000,0.12794699,152002.48437500,308.95458984,42.75593948
0.00549999,0.12769475,152000.25000000,308.94168091,45.12041855
0.00660000,0.12792114,152001.50000000,308.93154907,45.12776947
0.00770000,0.12847333,152001.82812500,308.92294312,45.14262009
0.00880000,0.12847333,152001.42187500,308.91555786,45.16372299
0.00990001,0.12854736,152000.78125000,308.90838623,45.18715286
0.01100000,0.12854736,151998.39062500,308.90267944,45.23691559
0.01210000,0.12854736,151995.98437500,308.89700317,45.28668594
0.01319999,0.12889234,151994.26562500,308.89263916,45.32578659
0.01429999,0.12889234,151992.68750000,308.89041138,45.35466003
0.01540001,0.12889234,151991.10937500,308.88821411,45.38353729
0.01650001,0.12889234,151989.53125000,308.88598633,45.41241455
0.01760001,0.12915952,151987.18750000,308.88372803,45.45009232
0.01870000,0.12909152,151984.60937500,308.88180542,45.49098206
0.01980000,0.12909152,151983.00000000,308.88061523,45.52156067
0.02089999,0.12909152,151981.40625000,308.87939453,45.55214691
0.02200002,0.12942662,151979.10937500,308.87796021,45.58548355
0.02310001,0.12942662,151976.48437500,308.87640381,45.62014008
0.02420001,0.12942662,151973.85937500,308.87484741,45.65480042
0.02530001,0.12988953,151971.85937500,308.87359619,45.68443680
0.02640000,0.12988953,151970.96875000,308.87283325,45.70530701
0.02750000,0.13037270,151968.76562500,308.87145996,45.73807144
0.02859999,0.13050319,151966.06250000,308.86990356,45.77390289
0.02970002,0.13012292,151964.37500000,308.86889648,45.80313110
0.03080001,0.13012292,151963.40625000,308.86822510,45.82748413
0.03190001,0.13012292,151962.42187500,308.86755371,45.85184097
0.03300001,0.13003012,151960.56250000,308.86654663,45.88172531
0.03410000,0.13053394,151958.54687500,308.86563110,45.91019058
0.03520000,0.13053394,151957.81250000,308.86550903,45.92262268
0.03629999,0.13057415,151956.39062500,308.86529541,45.93510818
0.03740002,0.13057415,151954.65625000,308.86505127,45.94762802
0.03850001,0.13047883,151951.01562500,308.86373901,45.98574448
0.03960001,0.13047883,151946.12500000,308.86172485,46.04094315
0.04070001,0.13078423,151944.60937500,308.86267090,46.05030441
0.04180000,0.13078423,151944.31250000,308.86523438,46.04065704
0.04290000,0.13078423,151944.01562500,308.86779785,46.03102875
0.04399999,0.13088102,151943.65625000,308.87020874,46.02468109
0.04510002,0.13057113,151942.95312500,308.87207031,46.02435303
0.04620001,0.13070829,151943.07812500,308.88046265,46.01371384
0.04730001,0.13060839,151943.37500000,308.88973999,46.00667572
0.04840001,0.13060839,151943.46875000,308.89974976,45.99481201
0.04950000,0.13060839,151943.54687500,308.90972900,45.98296738
0.05060000,0.13047692,151943.65625000,308.92144775,43.44923401
0.05170002,0.13047692,151943.84375000,308.93875122,32.61049652
0.05280002,0.13047692,151944.03125000,308.95605469,21.77202606
0.05390001,0.13047692,151944.21875000,308.97335815,10.93356991
0.05500001,0.13017075,151944.32812500,308.99020386,0.03705711
