arc_length,Mach_Magnitude,p,T,U_Magnitude
0.00000000,0.11256131,126217.81250000,301.17968750,89.50670624
0.00110000,0.11433557,126223.61718750,300.88778687,47.55846024
0.00219999,0.11655247,126224.60937500,300.59057617,40.22400665
0.00330000,0.11716456,126217.18750000,300.21072388,40.66127396
0.00440001,0.11783380,126211.79687500,299.85565186,41.09441757
0.00550000,0.11906257,126232.97656250,299.61740112,41.51274490
0.00660000,0.12075558,126255.97656250,299.39944458,41.94115067
0.00770000,0.12186136,126291.77343750,299.27188110,42.13946533
0.00880000,0.12361281,126326.61718750,299.14794922,42.32878494
0.00990000,0.12302301,126325.52343750,299.00909424,42.55080795
0.01100001,0.12269343,126318.26562500,298.83306885,42.84746170
0.01210000,0.12434007,126348.82812500,298.87399292,43.00521088
0.01320000,0.12412186,126381.14843750,298.91571045,43.16622925
0.01430001,0.12478463,126399.39843750,298.86196899,43.39413452
0.01540000,0.12584149,126412.21093750,298.82904053,43.62509155
0.01650000,0.12596604,126450.01562500,298.85385132,43.85054016
0.01760001,0.12625405,126488.95312500,298.86279297,43.97344589
0.01870000,0.12669790,126517.34375000,298.88815308,44.14402008
0.01980000,0.12714682,126541.14843750,298.93905640,44.28208160
0.02090001,0.12795229,126569.77343750,298.95919800,44.42035675
0.02200000,0.12790771,126601.95312500,298.94116211,44.54478455
0.02310000,0.12923648,126623.42968750,298.90402222,44.71660614
0.02420001,0.13016479,126658.71875000,298.84613037,44.90280151
0.02530000,0.13019437,126701.86718750,298.81570435,45.07393265
0.02640000,0.13019437,126717.86718750,298.84902954,45.33003616
0.02749999,0.13234037,126741.91406250,298.83840942,45.57510376
0.02860000,0.13234037,126758.21875000,298.87463379,45.90859222
0.02970000,0.13168921,126784.85937500,298.96258545,46.12895203
0.03080001,0.13355698,126829.97656250,299.04409790,46.47314072
0.03190001,0.13580287,126869.97656250,299.03366089,46.80547333
0.03299999,0.13600909,126876.41406250,298.99725342,47.22461319
0.03409999,0.13621101,126933.33593750,299.07312012,47.31167221
0.03520000,0.13907741,126957.85937500,299.10162354,47.73049545
0.03630000,0.13907741,126979.78125000,299.11599731,48.24008179
0.03740001,0.14084958,126999.53125000,299.13861084,48.68654633
0.03850001,0.14084958,127005.94531250,299.15447998,49.13472366
0.03959999,0.14381167,127012.46875000,299.13632202,49.66507721
0.04070000,0.14390651,127019.44531250,299.14120483,50.26232147
0.04180000,0.14647363,127027.23437500,299.31979370,50.66035461
0.04290000,0.14593369,127029.89062500,299.46087646,51.14889145
0.04400001,0.15008580,127055.67968750,299.77542114,51.36861420
0.04510001,0.14821545,127062.59375000,300.17443848,51.60864639
0.04619999,0.14939762,127028.92968750,301.02972412,51.13661194
0.04730000,0.14339239,127001.80468750,302.21618652,50.20341110
0.04840000,0.14400877,126970.42187500,303.84866333,48.90884781
0.04950000,0.13521054,126940.00781250,306.78814697,47.96136093
0.05060001,0.13355744,126902.50781250,309.83013916,48.36869431
0.05170001,0.15338308,126903.58593750,313.25588989,54.52655029
0.05279999,0.15427866,126921.74218750,315.79940796,63.09907150
0.05390000,0.20887407,126936.68750000,316.62725830,33.74265671
0.05500000,0.20375936,126929.37500000,317.21328735,0.03465501
